OrderNum,OrderDate,OrderType,Customer ID,ProdNumber,Quantity
1106411,1/31/2020,Retail,1654,MW262,3
1106412,7/7/2020,Retail,2703,SP204,1
1106413,7/7/2020,Retail,2319,SP204,1
1106414,7/7/2020,Retail,1557,SP120,2
1106415,7/7/2020,Retail,1531,SP123,2
1106416,6/30/2020,Retail,3634,MW102,3
1106417,7/7/2020,Retail,2918,FT871,1
1106418,7/7/2020,Retail,2009,FT976,2
1106419,5/8/2020,Wholesale,2887,FT589,28
1106420,7/8/2020,Retail,2726,FT139,1
1106421,7/8/2020,Retail,4079,MW202,2
1106422,6/30/2020,Retail,2257,SP120,1
1106423,7/8/2020,Retail,2966,SP126,2
1106424,11/3/2020,Retail,3547,MW122,126
1106425,7/8/2020,Retail,4013,MW122,2
1106426,7/9/2020,Retail,2621,MW242,91
1106427,7/9/2020,Wholesale,2354,FT174,100
1106428,7/9/2020,Retail,3390,MW172,3
1106429,7/9/2020,Retail,2230,SP304,1
1106430,7/9/2020,Retail,2327,SP204,1
1106431,7/9/2020,Retail,3180,SP123,2
1106432,7/9/2020,Retail,1992,SP304,2
1106433,7/9/2020,Retail,1998,FT682,1
1106434,12/1/2020,Wholesale,3756,SP306,125
1106435,7/10/2020,Retail,1852,MW102,1
1106436,7/10/2020,Retail,3874,MW262,3
1106437,7/10/2020,Retail,3890,SP125,2
1106438,5/10/2020,Retail,3407,SP305,1
1106439,7/10/2020,Retail,3518,FT609,1
1106440,7/10/2020,Retail,1237,MW152,4
1106441,7/10/2020,Retail,4014,SP126,2
1106442,11/3/2020,Retail,1584,MW232,2
1106443,5/11/2020,Retail,3431,SP120,1
1106444,7/11/2020,Retail,3693,FT358,1
1106445,7/11/2020,Retail,2566,MW102,4
1106446,7/11/2020,Retail,3207,MW222,3
1106447,7/11/2020,Retail,1209,SP603,3
1106448,7/11/2020,Retail,3767,SP123,1
1106449,7/11/2020,Retail,2163,SP609,1
1106450,7/12/2020,Wholesale,2358,MW122,151
1106451,7/12/2020,Retail,4085,SP603,1
1106452,11/3/2020,Retail,2323,FT422,1
1106453,7/12/2020,Retail,4110,FT467,1
1106454,7/12/2020,Retail,3549,MW132,2
1106455,7/12/2020,Retail,4109,SP303,1
1106456,7/12/2020,Retail,2895,SP120,2
1106457,11/3/2020,Retail,1642,FT853,1
1106458,7/13/2020,Retail,2859,MW112,3
1106459,7/13/2020,Retail,2333,SP125,1
1106460,7/13/2020,Retail,2229,SP126,2
1106461,11/3/2020,Retail,2668,MW122,2
1106462,7/13/2020,Retail,2132,MW102,3
1106463,7/14/2020,Retail,1928,SP306,1
1106464,7/14/2020,Retail,4108,SP125,2
1106465,7/14/2020,Retail,3269,FT598,1
1106466,7/14/2020,Retail,1312,MW272,2
1106467,7/14/2020,Retail,2946,SP305,1
1106468,7/14/2020,Retail,3302,SP120,2
1106469,7/14/2020,Retail,3339,FT357,2
1106470,7/14/2020,Retail,1429,MW142,3
1106471,7/14/2020,Retail,2299,SP120,2
1106472,7/14/2020,Retail,2316,SP305,1
1106473,7/14/2020,Retail,2195,FT439,1
1106474,7/14/2020,Retail,2669,MW232,3
1106475,7/15/2020,Wholesale,3389,MW202,265
1106476,7/15/2020,Retail,3342,SP602,2
1106477,7/15/2020,Retail,2575,SP601,1
1106478,7/15/2020,Retail,3255,FT139,1
1106479,7/15/2020,Retail,1150,MW102,1
1106480,7/15/2020,Retail,1795,MW202,2
1106481,7/16/2020,Retail,1987,MW262,3
1106482,7/16/2020,Retail,1485,SP303,1
1106483,7/16/2020,Retail,2290,SP126,3
1106484,7/16/2020,Retail,1445,SP609,2
1106485,7/16/2020,Retail,2718,SP120,1
1106486,7/16/2020,Retail,1184,FT300,1
1106487,5/16/2020,Retail,1697,FT609,1
1106488,12/2/2020,Retail,2193,SP126,1
1106489,7/16/2020,Retail,2393,MW232,3
1106490,7/16/2020,Retail,3534,MW122,4
1106491,7/17/2020,Retail,1329,SP123,1
1106492,7/17/2020,Retail,3538,SP305,1
1106493,7/17/2020,Retail,3175,SP305,1
1106494,7/17/2020,Retail,2207,FT467,3
1106495,7/17/2020,Retail,2724,FT337,1
1106496,7/17/2020,Retail,3513,MW202,1
1106497,11/3/2020,Wholesale,1940,MW152,91
1106498,1/31/2020,Retail,3666,SP120,1
1106499,7/18/2020,Wholesale,3194,SP120,241
1106500,7/18/2020,Retail,4073,MW222,3
1106501,7/18/2020,Retail,3164,MW172,6
1106502,7/18/2020,Retail,3596,SP201,1
1106503,7/18/2020,Retail,3374,SP202,2
1106504,7/18/2020,Retail,1283,SP202,1
1106505,11/3/2020,Retail,1997,MW132,4
1106506,7/18/2020,Retail,1210,FT467,2
1106507,12/2/2020,Retail,2359,SP201,1
1106508,7/18/2020,Retail,1890,MW122,4
1106509,7/19/2020,Wholesale,1608,SP203,151
1106510,7/19/2020,Retail,2173,SP120,1
1106511,7/19/2020,Retail,3087,SP123,1
1106512,7/19/2020,Retail,1707,FT589,2
1106513,11/3/2020,Retail,3699,SP601,2
1106514,11/3/2020,Retail,3591,MW112,2
1106515,7/19/2020,Retail,1641,SP607,1
1106516,7/20/2020,Wholesale,1137,MW122,135
1106517,7/20/2020,Retail,2005,FT258,2
1106518,7/20/2020,Retail,2311,MW182,1
1106519,7/20/2020,Retail,2262,MW282,4
1106520,7/20/2020,Retail,2350,SP120,2
1106521,7/20/2020,Retail,1289,SP204,1
1106522,7/20/2020,Retail,3956,FT525,1
1106523,7/20/2020,Retail,2409,MW242,1
1106524,5/20/2020,Retail,1691,MW102,2
1106525,7/20/2020,Retail,3973,MW122,2
1106526,7/21/2020,Wholesale,3713,SP204,163
1106527,1/31/2020,Retail,3168,SP201,1
1106528,7/21/2020,Retail,3754,SP607,1
1106529,11/4/2020,Retail,1224,MW122,1
1106530,7/21/2020,Retail,3682,SP203,1
1106531,7/21/2020,Retail,2956,SP305,2
1106532,7/21/2020,Retail,2845,SP204,2
1106533,7/21/2020,Retail,2540,SP126,2
1106534,7/21/2020,Retail,2609,FT181,1
1106535,5/22/2020,Wholesale,3327,MW222,64
1106536,7/22/2020,Wholesale,2980,SP604,132
1106537,7/22/2020,Retail,3768,FT139,1
1106538,7/22/2020,Retail,1281,FT895,1
1106539,5/22/2020,Retail,3311,MW202,2
1106540,7/22/2020,Retail,1193,SP204,1
1106541,7/22/2020,Retail,4081,SP607,2
1106542,7/23/2020,Wholesale,3612,MW262,140
1106543,7/23/2020,Retail,3387,SP120,2
1106544,7/23/2020,Retail,1684,MW102,3
1106545,7/23/2020,Retail,2331,SP602,2
1106546,7/23/2020,Retail,2673,FT853,1
1106547,12/2/2020,Retail,1335,MW202,1
1106548,7/23/2020,Retail,1473,MW112,1
1106549,11/4/2020,Wholesale,4017,MW242,55
1106550,7/24/2020,Retail,3710,SP201,1
1106551,7/24/2020,Retail,3028,SP604,1
1106552,7/24/2020,Retail,1307,SP203,2
1106553,7/24/2020,Retail,3747,SP609,2
1106554,7/24/2020,Retail,1942,MW142,2
1106555,7/25/2020,Retail,2924,SP201,1
1106556,7/25/2020,Retail,3374,SP609,2
1106557,7/25/2020,Retail,2261,FT853,1
1106558,6/30/2020,Retail,3584,SP303,2
1106559,7/25/2020,Retail,3084,SP126,2
1106560,7/25/2020,Retail,3694,SP123,1
1106561,7/25/2020,Retail,2541,MW172,120
1106562,7/26/2020,Retail,1586,SP120,2
1106563,7/26/2020,Retail,1904,SP123,2
1106564,11/4/2020,Retail,3908,FT422,1
1106565,1/31/2020,Retail,1640,SP125,2
1106566,7/26/2020,Wholesale,2574,SP604,153
1106567,7/26/2020,Retail,3588,FT682,1
1106568,7/26/2020,Retail,3035,MW122,3
1106569,7/26/2020,Wholesale,1710,MW222,187
1106570,7/26/2020,Retail,2521,SP603,2
1106571,5/27/2020,Retail,3404,FT530,2
1106572,7/27/2020,Wholesale,4052,SP601,268
1106573,7/27/2020,Retail,3425,MW262,3
1106574,11/4/2020,Retail,3591,FT853,1
1106575,7/27/2020,Retail,1965,MW202,4
1106576,12/2/2020,Retail,2198,MW252,3
1106577,7/28/2020,Retail,2309,MW142,2
1106578,7/28/2020,Retail,2915,SP304,1
1106579,7/28/2020,Wholesale,3319,MW162,169
1106580,7/28/2020,Retail,1242,SP203,2
1106581,7/28/2020,Retail,1654,SP609,1
1106582,7/28/2020,Retail,1122,SP126,1
1106583,7/29/2020,Retail,3738,MW282,6
1106584,7/29/2020,Retail,1991,MW172,4
1106585,5/29/2020,Wholesale,1482,SP607,92
1106586,7/29/2020,Retail,2874,SP123,2
1106587,7/29/2020,Retail,3738,SP202,1
1106588,7/29/2020,Retail,2246,FT644,2
1106589,7/29/2020,Wholesale,2000,MW112,175
1106590,12/2/2020,Retail,3236,SP304,1
1106591,7/30/2020,Retail,3032,SP304,2
1106592,7/30/2020,Retail,2272,MW282,1
1106593,5/31/2020,Retail,3915,SP120,1
1106594,12/2/2020,Wholesale,3709,FT358,108
1106595,7/31/2020,Retail,2531,MW122,5
1106596,7/31/2020,Retail,1857,SP305,2
1106597,7/31/2020,Wholesale,2926,FT172,77
1106598,7/31/2020,Retail,2714,SP305,1
1106599,8/1/2020,Retail,3080,SP304,1
1106600,8/1/2020,Retail,3597,SP304,2
1106601,8/1/2020,Wholesale,2690,MW182,142
1106602,8/2/2020,Retail,1588,SP126,1
1106603,8/2/2020,Retail,3251,SP604,2
1106604,8/2/2020,Retail,3027,FT981,1
1106605,8/2/2020,Wholesale,3876,FT139,62
1106606,8/2/2020,Retail,1227,FT609,1
1106607,8/2/2020,Retail,3916,SP202,1
1106608,8/3/2020,Retail,2144,FT871,2
1106609,8/3/2020,Retail,3344,FT358,2
1106610,8/4/2020,Retail,2726,SP126,2
1106611,8/4/2020,Retail,3656,FT434,1
1106612,8/4/2020,Retail,2207,SP601,1
1106613,8/4/2020,Retail,3324,SP202,2
1106614,8/4/2020,Retail,3004,MW122,3
1106615,8/4/2020,Retail,2855,FT139,1
1106616,8/4/2020,Retail,3000,SP123,1
1106617,8/4/2020,Retail,2399,SP202,157
1106618,8/5/2020,Wholesale,3194,FT962,61
1106619,8/5/2020,Retail,2966,SP202,2
1106620,8/5/2020,Retail,2871,SP126,1
1106621,8/5/2020,Retail,1948,SP609,160
1106622,8/5/2020,Retail,1599,FT172,1
1106623,8/6/2020,Wholesale,1303,FT727,97
1106624,8/6/2020,Wholesale,2205,MW102,197
1106625,8/6/2020,Retail,3971,FT589,1
1106626,8/6/2020,Retail,3034,MW122,2
1106627,8/7/2020,Retail,3521,SP120,2
1106628,8/7/2020,Retail,3055,MW222,3
1106629,8/7/2020,Retail,3578,FT280,1
1106630,8/7/2020,Retail,2403,MW142,3
1106631,8/7/2020,Retail,3894,SP123,1
1106632,8/7/2020,Retail,3002,FT172,2
1106633,8/7/2020,Retail,2514,SP204,2
1106634,8/7/2020,Retail,3609,FT544,1
1106635,8/7/2020,Retail,3164,FT358,2
1106636,8/8/2020,Retail,1792,SP304,2
1106637,8/8/2020,Retail,3531,MW172,6
1106638,8/8/2020,Wholesale,2209,SP305,196
1106639,8/8/2020,Retail,4073,MW102,1
1106640,8/9/2020,Retail,4089,MW202,1
1106641,8/9/2020,Wholesale,1110,FT337,72
1106642,8/9/2020,Retail,3396,FT609,1
1106643,8/9/2020,Retail,4055,MW102,1
1106644,8/9/2020,Retail,3639,MW102,5
1106645,8/9/2020,Retail,3601,SP126,1
1106646,8/9/2020,Retail,3897,FT895,1
1106647,8/9/2020,Retail,3016,SP607,2
1106648,8/9/2020,Retail,1819,MW182,3
1106649,8/9/2020,Retail,2917,SP126,2
1106650,8/9/2020,Retail,2013,MW102,2
1106651,8/9/2020,Wholesale,1788,MW202,287
1106652,8/10/2020,Retail,2324,MW222,2
1106653,8/10/2020,Retail,3659,SP126,2
1106654,8/10/2020,Wholesale,1440,MW162,95
1106655,8/10/2020,Retail,2644,FT485,1
1106656,8/11/2020,Retail,2367,SP204,1
1106657,8/11/2020,Retail,1564,FT895,1
1106658,8/11/2020,Retail,3970,FT172,2
1106659,8/11/2020,Retail,2914,SP602,1
1106660,8/11/2020,Retail,1677,SP123,2
1106661,8/11/2020,Wholesale,3612,MW102,200
1106662,8/11/2020,Retail,3244,SP123,2
1106663,8/11/2020,Retail,2528,SP123,2
1106664,8/11/2020,Retail,3971,FT422,1
1106665,8/11/2020,Wholesale,2690,MW112,99
1106666,8/12/2020,Retail,2759,SP303,2
1106667,8/12/2020,Retail,3567,SP304,1
1106668,8/12/2020,Retail,2286,SP303,165
1106669,8/12/2020,Retail,1146,MW242,2
1106670,8/13/2020,Retail,3579,FT853,1
1106671,8/13/2020,Wholesale,1428,SP303,243
1106672,8/13/2020,Retail,1466,SP305,1
1106673,8/13/2020,Wholesale,3282,MW122,196
1106674,8/14/2020,Retail,2566,SP126,1
1106675,8/14/2020,Wholesale,1570,MW262,85
1106676,8/14/2020,Wholesale,1562,FT870,28
1106677,8/14/2020,Retail,2393,SP304,1
1106678,8/14/2020,Retail,3953,MW162,3
1106679,8/14/2020,Retail,3354,FT181,1
1106680,8/14/2020,Retail,2342,SP602,1
1106681,8/14/2020,Retail,1983,SP126,1
1106682,8/14/2020,Retail,4121,MW272,73
1106683,8/14/2020,Wholesale,2589,MW172,64
1106684,8/14/2020,Retail,2549,MW222,4
1106685,8/15/2020,Retail,4125,FT544,1
1106686,8/15/2020,Retail,2881,FT825,2
1106687,8/15/2020,Retail,3602,MW162,2
1106688,8/15/2020,Retail,2406,SP601,1
1106689,8/15/2020,Retail,3340,MW202,4
1106690,8/15/2020,Wholesale,1428,SP126,277
1106691,8/16/2020,Wholesale,3905,MW152,76
1106692,8/16/2020,Retail,3024,SP204,1
1106693,8/16/2020,Retail,3541,SP126,1
1106694,8/16/2020,Retail,3972,FT871,1
1106695,8/16/2020,Wholesale,3624,SP123,67
1106696,8/17/2020,Retail,3615,SP601,2
1106697,8/17/2020,Retail,2138,SP120,2
1106698,8/17/2020,Retail,2981,FT976,2
1106699,8/17/2020,Retail,1558,FT609,1
1106700,8/17/2020,Retail,2886,SP304,2
1106701,8/18/2020,Retail,2149,MW152,1
1106702,8/18/2020,Retail,1906,SP607,1
1106703,8/18/2020,Retail,4060,SP126,2
1106704,8/18/2020,Retail,4060,FT280,1
1106705,8/18/2020,Retail,2239,MW222,1
1106706,8/18/2020,Retail,2388,SP607,2
1106707,8/19/2020,Retail,4038,MW102,7
1106708,8/19/2020,Retail,1151,SP603,2
1106709,8/19/2020,Retail,1458,FT467,1
1106710,8/20/2020,Retail,1275,SP201,1
1106711,8/20/2020,Retail,3646,SP204,1
1106712,8/20/2020,Retail,1930,MW262,2
1106713,8/20/2020,Retail,2626,SP120,1
1106714,8/20/2020,Retail,1197,FT300,1
1106715,8/20/2020,Retail,3347,MW122,2
1106716,8/20/2020,Wholesale,2279,SP126,159
1106717,8/20/2020,Retail,1990,SP601,1
1106718,8/20/2020,Retail,3712,MW202,1
1106719,8/20/2020,Retail,3907,FT439,1
1106720,8/21/2020,Retail,3326,MW142,4
1106721,8/21/2020,Retail,2259,SP120,2
1106722,8/21/2020,Retail,2135,MW172,3
1106723,8/21/2020,Wholesale,2151,SP204,132
1106724,8/21/2020,Retail,1583,SP304,1
1106725,8/21/2020,Retail,2599,SP609,1
1106726,8/21/2020,Wholesale,3520,SP204,153
1106727,8/21/2020,Retail,2016,MW262,4
1106728,8/22/2020,Retail,1904,MW252,4
1106729,8/22/2020,Retail,3423,SP204,1
1106730,8/22/2020,Retail,1528,MW142,3
1106731,8/23/2020,Retail,1991,SP609,1
1106732,8/23/2020,Retail,2519,MW232,1
1106733,8/23/2020,Retail,2175,FT598,1
1106734,8/25/2020,Wholesale,1674,FT577,52
1106735,8/25/2020,Retail,3749,SP202,1
1106736,8/26/2020,Retail,4111,FT139,1
1106737,8/26/2020,Retail,3724,FT609,2
1106738,8/26/2020,Retail,2881,MW272,1
1106739,8/26/2020,Retail,1221,FT358,1
1106740,8/26/2020,Retail,1188,SP603,2
1106741,8/26/2020,Retail,1846,FT682,1
1106742,8/26/2020,Wholesale,1215,SP125,157
1106743,8/27/2020,Retail,3719,FT853,1
1106744,8/27/2020,Retail,3751,FT598,1
1106745,8/27/2020,Retail,2735,FT344,4
1106746,8/28/2020,Retail,2525,SP126,1
1106747,8/28/2020,Retail,3654,MW172,1
1106748,8/28/2020,Retail,3935,SP121,1
1106749,8/29/2020,Retail,1277,SP202,1
1106750,8/29/2020,Retail,2732,SP305,1
1106751,8/29/2020,Retail,3704,SP602,1
1106752,8/29/2020,Wholesale,2168,SP306,136
1106753,8/29/2020,Wholesale,3957,FT139,60
1106754,8/29/2020,Wholesale,2538,SP120,182
1106755,8/29/2020,Retail,3001,FT895,1
1106756,8/30/2020,Wholesale,2698,MW202,47
1106757,8/30/2020,Retail,3524,SP202,1
1106758,8/30/2020,Retail,3976,MW282,1
1106759,8/30/2020,Wholesale,2354,SP604,48
1106760,8/30/2020,Retail,2616,MW122,2
1106761,8/31/2020,Retail,1439,FT870,1
1106762,8/31/2020,Retail,3541,FT962,1
1106763,8/31/2020,Retail,1963,MW122,3
1106764,8/31/2020,Retail,1609,FT280,1
1106765,8/31/2020,Wholesale,2729,SP607,149
1106766,9/1/2020,Wholesale,3399,SP306,44
1106767,9/1/2020,Wholesale,1922,MW132,85
1106768,9/1/2020,Retail,3615,MW262,1
1106769,9/2/2020,Retail,2628,MW182,2
1106770,9/2/2020,Retail,2642,SP303,2
1106771,9/2/2020,Retail,2829,SP120,2
1106772,9/2/2020,Retail,2718,SP309,1
1106773,9/2/2020,Retail,1271,SP309,2
1106774,9/2/2020,Retail,2602,SP609,1
1106775,9/2/2020,Retail,1843,FT976,107
1106776,9/2/2020,Retail,2649,SP202,2
1106777,9/2/2020,Wholesale,3677,FT139,42
1106778,9/2/2020,Retail,2727,SP303,1
1106779,9/3/2020,Wholesale,3737,MW152,52
1106780,9/3/2020,Wholesale,3709,SP125,163
1106781,9/3/2020,Retail,3191,SP126,2
1106782,9/3/2020,Wholesale,1922,FT825,23
1106783,9/3/2020,Retail,2929,FT870,1
1106784,9/3/2020,Retail,3614,SP305,1
1106785,9/3/2020,Retail,3609,SP603,1
1106786,9/3/2020,Wholesale,3357,MW222,147
1106787,9/4/2020,Wholesale,2375,SP125,123
1106788,9/4/2020,Retail,1855,SP202,40
1106789,9/4/2020,Wholesale,2518,MW122,132
1106790,9/4/2020,Retail,1139,MW122,2
1106791,9/5/2020,Retail,1111,MW102,1
1106792,9/5/2020,Retail,1699,SP306,1
1106793,9/5/2020,Retail,3583,SP609,2
1106794,9/5/2020,Retail,2972,FT530,1
1106795,9/5/2020,Retail,2855,SP201,2
1106796,9/5/2020,Retail,2203,SP123,2
1106797,9/5/2020,Retail,2642,SP126,2
1106798,9/6/2020,Retail,3057,SP303,1
1106799,9/6/2020,Wholesale,1500,SP204,105
1106800,9/6/2020,Retail,2625,FT589,1
1106801,9/6/2020,Retail,2938,SP309,2
1106802,9/6/2020,Retail,3868,FT439,1
1106803,9/6/2020,Retail,3075,FT727,1
1106804,9/7/2020,Retail,3545,SP603,2
1106805,9/7/2020,Wholesale,3664,MW202,278
1106806,9/7/2020,Wholesale,1514,MW222,145
1106807,9/7/2020,Wholesale,3183,FT280,20
1106808,9/8/2020,Wholesale,3411,MW242,61
1106809,9/8/2020,Retail,2288,SP123,1
1106810,9/8/2020,Retail,2512,SP126,1
1106811,9/8/2020,Retail,1977,MW262,2
1106812,9/8/2020,Wholesale,1172,SP601,257
1106813,9/8/2020,Retail,2831,SP607,104
1106814,9/8/2020,Retail,4125,FT544,1
1106815,9/8/2020,Retail,3592,SP203,1
1106816,9/9/2020,Wholesale,3179,FT797,90
1106817,9/9/2020,Retail,1531,SP604,3
1106818,9/9/2020,Retail,2152,MW232,1
1106819,9/9/2020,Retail,2716,FT870,33
1106820,9/10/2020,Retail,2629,SP603,1
1106821,9/10/2020,Wholesale,3944,SP203,182
1106822,9/10/2020,Retail,3339,FT467,1
1106823,9/10/2020,Wholesale,2948,SP120,143
1106824,9/10/2020,Retail,3536,FT853,1
1106825,9/11/2020,Retail,2152,MW182,2
1106826,9/11/2020,Retail,3029,SP126,2
1106827,9/11/2020,Retail,1919,MW202,1
1106828,9/11/2020,Retail,3871,SP123,1
1106829,9/11/2020,Retail,2140,FT895,1
1106830,9/11/2020,Retail,2930,MW232,3
1106831,9/12/2020,Retail,3299,MW102,5
1106832,9/12/2020,Retail,2661,SP603,2
1106833,9/12/2020,Retail,2940,FT853,1
1106834,9/12/2020,Retail,3181,MW202,1
1106835,9/12/2020,Retail,2515,SP607,2
1106836,9/12/2020,Retail,2395,MW272,3
1106837,9/12/2020,Retail,1821,FT258,1
1106838,9/13/2020,Retail,3599,MW102,4
1106839,9/13/2020,Retail,3719,FT589,2
1106840,9/13/2020,Retail,3184,SP203,1
1106841,9/13/2020,Retail,1885,SP609,1
1106842,9/13/2020,Retail,3939,SP304,1
1106843,9/13/2020,Wholesale,1656,FT962,76
1106844,9/13/2020,Retail,1705,SP201,1
1106845,9/13/2020,Retail,2572,MW242,6
1106846,9/13/2020,Retail,2324,SP303,2
1106847,9/13/2020,Retail,3368,MW162,1
1106848,9/13/2020,Retail,3611,SP201,2
1106849,9/13/2020,Retail,1472,MW162,3
1106850,9/14/2020,Retail,2038,MW132,5
1106851,9/14/2020,Retail,4118,SP304,2
1106852,9/14/2020,Retail,3722,SP201,1
1106853,9/14/2020,Retail,3077,FT434,1
1106854,9/15/2020,Retail,2899,MW272,1
1106855,9/15/2020,Retail,2688,FT727,2
1106856,9/15/2020,Retail,2568,FT976,1
1106857,9/15/2020,Retail,3548,SP203,1
1106858,9/15/2020,Wholesale,2647,MW132,125
1106859,9/15/2020,Retail,3334,FT434,2
1106860,9/15/2020,Retail,3685,MW162,3
1106861,9/16/2020,Retail,1836,SP309,2
1106862,9/16/2020,Retail,2178,SP126,2
1106863,9/16/2020,Retail,2559,SP305,1
1106864,9/16/2020,Retail,1197,MW232,3
1106865,9/16/2020,Retail,2511,SP201,1
1106866,9/16/2020,Retail,1691,SP305,1
1106867,9/16/2020,Wholesale,3418,MW142,163
1106868,9/17/2020,Retail,1255,SP203,1
1106869,9/17/2020,Retail,2731,FT962,1
1106870,9/17/2020,Wholesale,3863,MW242,51
1106871,9/17/2020,Retail,1527,SP601,1
1106872,9/17/2020,Retail,3014,SP305,2
1106873,9/17/2020,Retail,1143,FT350,1
1106874,9/17/2020,Retail,1234,MW102,3
1106875,9/18/2020,Retail,2233,SP603,1
1106876,9/18/2020,Retail,1180,FT825,1
1106877,9/18/2020,Retail,1934,SP126,2
1106878,9/18/2020,Retail,1627,SP201,2
1106879,9/18/2020,Retail,4015,SP609,2
1106880,9/19/2020,Retail,3891,MW222,1
1106881,9/19/2020,Wholesale,3058,FT870,56
1106882,9/19/2020,Retail,2360,MW202,2
1106883,9/19/2020,Wholesale,3218,MW132,61
1106884,9/19/2020,Wholesale,1648,SP120,193
1106885,9/19/2020,Retail,2163,FT139,1
1106886,9/20/2020,Retail,1135,MW172,3
1106887,9/20/2020,Retail,3641,SP125,154
1106888,9/20/2020,Retail,2302,FT598,1
1106889,9/20/2020,Retail,2239,SP204,1
1106890,9/20/2020,Retail,3902,SP604,1
1106891,9/20/2020,Retail,1497,MW222,3
1106892,9/20/2020,Wholesale,1788,SP607,122
1106893,9/21/2020,Retail,2051,SP306,2
1106894,9/21/2020,Retail,2830,SP601,2
1106895,9/21/2020,Retail,1320,FT525,1
1106896,9/21/2020,Retail,2133,SP603,1
1106897,9/21/2020,Retail,3706,MW262,5
1106898,9/21/2020,Retail,3050,MW202,4
1106899,9/21/2020,Retail,4123,SP601,1
1106900,9/21/2020,Retail,1981,MW202,185
1106901,9/21/2020,Retail,2837,SP123,1
1106902,9/21/2020,Retail,2148,MW122,1
1106903,9/21/2020,Retail,3285,FT589,1
1106904,9/21/2020,Retail,3172,MW122,6
1106905,9/22/2020,Retail,3665,MW102,1
1106906,9/22/2020,Wholesale,3383,FT434,65
1106907,9/22/2020,Retail,1448,MW232,4
1106908,9/22/2020,Retail,3694,SP204,1
1106909,9/22/2020,Retail,1194,FT609,1
1106910,9/23/2020,Retail,3705,SP607,2
1106911,9/23/2020,Retail,2909,MW262,5
1106912,9/23/2020,Retail,3768,SP202,2
1106913,9/23/2020,Retail,1162,SP201,3
1106914,9/24/2020,Retail,1809,FT358,1
1106915,9/24/2020,Retail,3288,FT682,2
1106916,9/24/2020,Retail,3755,MW222,3
1106917,9/24/2020,Retail,1856,SP602,1
1106918,9/25/2020,Retail,3530,MW102,5
1106919,9/25/2020,Retail,2148,FT434,1
1106920,9/25/2020,Retail,3329,FT544,1
1106921,9/25/2020,Wholesale,1920,FT895,78
1106922,9/25/2020,Retail,3385,MW262,3
1106923,9/26/2020,Retail,1572,MW162,1
1106924,9/26/2020,Retail,1910,MW202,1
1106925,9/26/2020,Retail,3370,MW102,2
1106926,9/26/2020,Retail,1121,FT976,3
1106927,9/26/2020,Retail,1975,FT139,1
1106928,9/26/2020,Retail,2198,MW122,1
1106929,9/27/2020,Wholesale,3218,MW252,49
1106930,9/27/2020,Retail,3049,MW202,4
1106931,9/27/2020,Wholesale,1514,SP607,92
1106932,9/27/2020,Retail,2055,SP305,4
1106933,9/27/2020,Retail,1324,SP604,1
1106934,9/27/2020,Retail,1280,SP303,1
1106935,9/27/2020,Retail,1939,MW202,3
1106936,9/27/2020,Retail,2530,SP607,1
1106937,9/28/2020,Retail,2593,MW262,3
1106938,9/28/2020,Retail,1157,MW162,4
1106939,9/28/2020,Retail,2844,SP126,2
1106940,9/28/2020,Wholesale,3018,MW242,122
1106941,9/28/2020,Retail,2882,MW282,1
1106942,9/28/2020,Retail,2286,MW122,101
1106943,9/28/2020,Retail,1875,FT439,1
1106944,9/28/2020,Retail,3669,MW202,1
1106945,9/28/2020,Retail,3510,SP201,2
1106946,9/29/2020,Retail,2969,FT976,2
1106947,9/29/2020,Retail,2313,MW132,1
1106948,9/29/2020,Retail,1797,SP126,2
1106949,9/29/2020,Retail,3408,MW162,92
1106950,9/29/2020,Retail,1165,MW252,4
1106951,9/29/2020,Retail,3870,SP120,2
1106952,9/29/2020,Retail,3577,FT280,1
1106953,9/29/2020,Wholesale,4070,SP304,52
1106954,9/29/2020,Retail,3668,SP125,2
1106955,9/29/2020,Wholesale,2174,MW242,81
1106956,9/29/2020,Wholesale,3321,SP601,152
1106957,9/29/2020,Retail,3925,SP309,1
1106958,9/30/2020,Retail,2385,MW142,2
1106959,9/30/2020,Retail,1123,SP201,2
1106960,9/30/2020,Retail,1638,FT467,1
1106961,9/30/2020,Retail,2020,MW282,3
1106962,9/30/2020,Retail,2256,SP202,1
1106963,9/30/2020,Retail,2689,SP121,1
1106964,9/30/2020,Retail,1807,SP120,1
1106965,9/30/2020,Retail,1431,FT344,2
1106966,10/1/2020,Retail,1147,SP125,1
1106967,10/1/2020,Retail,4119,MW252,3
1106968,10/1/2020,Retail,2398,FT870,2
1106969,10/1/2020,Retail,2579,MW172,3
1106970,10/1/2020,Retail,3671,SP125,2
1106971,10/1/2020,Retail,3518,MW222,1
1106972,10/1/2020,Retail,3286,MW182,1
1106973,10/1/2020,Retail,4019,FT525,1
1106974,10/2/2020,Retail,1679,MW122,2
1106975,10/2/2020,Retail,2717,FT139,1
1106976,10/2/2020,Wholesale,1940,SP125,153
1106977,10/2/2020,Wholesale,3321,MW202,248
1106978,10/2/2020,Retail,1497,FT589,1
1106979,10/2/2020,Retail,1993,MW202,4
1106980,10/2/2020,Retail,3879,SP123,2
1106981,10/2/2020,Retail,1578,FT525,2
1106982,10/2/2020,Retail,1164,FT544,2
1106983,10/3/2020,Retail,3710,SP601,3
1106984,10/3/2020,Retail,1252,SP204,2
